ts,resp_pkts,id.resp_h,resp_l2_addr,orig_l2_addr,source,orig_bytes,duration,uid,LINE_ID,local_resp,cat,conn_state,host,local_orig,service,offset,id.orig_h,resp_bytes,orig_ip_bytes,missed_bytes,id.resp_p,resp_ip_bytes,orig_pkts,history,GROUP_ID,batchtime,@timestamp,id.orig_p,proto
1.58301E+12,0,ff02,33,78,/opt/bro/spool/bro/conn.log,436,2.10E-05,CRjTki3rSlXGYXsaC6,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_5246,228942775,fe80,0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.58301E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.45E-04,CQPxxm49uCwEHP1JYe,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228943228,10.192.24.173,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,50030,udp
1.58302E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.20E-05,CrN83v4AaIL0cSTfYc,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228943684,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100,1.20E-05,CZoEMw2bzpGEC21GQ4,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228944141,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.50E-05,CTTveH2HL7FHf3VTh4,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228944596,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,40,0.072883,CPKaoG3H8PSX0sXkil,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228945064,10.192.25.59,104,68,0,53,132,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,58546,udp
1.58301E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,36,1.248603,CKBF5n2brFFNDe3ir6,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228945531,10.192.25.176,52,64,0,53,80,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,51824,udp
1.58299E+12,0,46.19.96.19,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CFqn9P1OKWW6croLs4,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,228945926,10.192.25.100,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,40686,udp
1.58302E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,CAvsz210NemDyfc5B5,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228946383,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756,5.25E-04,CgpnCxwreA35p7gIi,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228946835,10.192.24.169,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64622,udp
1.583E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.20E-05,CPXTLu4zgwhdbeURK8,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228947289,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.32E-04,CPe6jXvS5Rw1tTtcl,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228947741,10.192.24.171,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49646,udp
1.583E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756,5.67E-04,CMJFwbqYKnZjIjtxh,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228948193,10.192.24.182,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,58814,udp
1.58301E+12,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756,5.19E-04,C27tSB4lgDzb3iM0Da,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228948646,10.192.24.137,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,60520,udp
1.58302E+12,0,ff02,33,78,/opt/bro/spool/bro/conn.log,436,2.10E-05,CWgLwg4TNe5AMM8ao6,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_5246,228949104,fe80,0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.58302E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35,0.081674,C4A8hB2fbJ0rPIm9vc,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228949573,10.192.25.192,122,63,0,53,150,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,55653,udp
1.58301E+12,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100,1.10E-05,ClJHvu3KGb8zi9GHD7,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228950030,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58299E+12,0,46.19.96.19,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CU5ImE2Nn82M9lWEqa,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,228950424,10.192.25.182,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,33326,udp
1.58303E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35,0.001996,CQ3SzN1FyVoxEmdN73,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228950892,10.192.25.176,99,63,0,53,127,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,18140,udp
1.58301E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.30E-05,CkwrE91ZgHKUtwZcIc,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228951346,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.41E-04,CLTEJF4du2vMyI27Dk,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228951799,10.192.24.172,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64570,udp
1.58303E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,47,0.001881,CMgF282ELNaGSfOG6i,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228952266,10.192.25.176,63,75,0,53,91,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,57753,udp
1.58303E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35,0.23324,C94dWv32Ol21O6y2vg,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228952733,10.192.25.183,99,63,0,53,127,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,23939,udp
1.58301E+12,0,10.192.24.127,ff,0,/opt/bro/spool/bro/conn.log,3300,77.652986,CqRLsZ2sjEWp3d96hb,1001,TRUE,conn,S0,wxs22cae,TRUE,dns,228953199,10.192.24.16,0,5148,0,137,0,66,D,sie866f9,2020-03-01T01,2020-03-01T01,137,udp
1.58301E+12,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756,5.45E-04,CGqgj444fOBSRrzGkh,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228953652,10.192.24.138,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55380,udp
1.58299E+12,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756,5.56E-04,CHq91z3LaF3DZe7lj,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228954104,10.192.24.142,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,65272,udp
1.583E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,37,0.079641,CFlHLsuwYdTB9N2Q,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228954571,10.192.25.182,101,65,0,53,129,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,48679,udp
1.58301E+12,0,ff02,33,2c,/opt/bro/spool/bro/conn.log,100,9.00E-06,CdSBrr4Hy6QFluvaj5,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228955027,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756,5.48E-04,Cd9TsPePzh0SLoeHl,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228955479,10.192.24.168,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61665,udp
1.58299E+12,9,139.24.203.37,0,30,/opt/bro/spool/bro/conn.log,3484,0.109973,CdOtSnYpksgS8DmLg,1001,FALSE,conn,SF,wxs22cae,TRUE,radius,228955957,10.192.24.130,2930,3736,0,1812,3182,9,Dd,sie866f9,2020-03-01T01,2020-03-01T01,59715,udp
1.58302E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.10E-05,CVMTrB4tvbQRl9HVx8,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228956413,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,f4,/opt/bro/spool/bro/conn.log,88,0.111361,CoXsRf66pSMbVWJ5b,1001,FALSE,conn,S0,wxs22cae,FALSE,dns,228956887,fe80,0,280,0,5355,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61836,udp
1.58299E+12,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756,5.60E-04,C7YvnD35CcnZpCFYMi,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228957339,10.192.24.143,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55270,udp
1.58302E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.10E-05,CtU2Bh2b98jTyB60F9,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228957795,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,38,0.312701,C4fKFx4XY7GKN8ESAi,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228958264,10.192.25.192,258,66,0,53,286,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,31398,udp
1.58302E+12,0,ff02,33,70,/opt/bro/spool/bro/conn.log,202,1.40E-05,CDCtEu2D1mpAPsXTik,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228958721,fe80,0,298,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756,4.84E-04,CILgXvrcyXoeuFLYa,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228959173,10.192.24.176,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,62051,udp
1.58299E+12,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436,9.00E-06,CHi02M300XM2gGP2u1,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228959625,10.192.24.140,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.583E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.28E-04,C4TbqK1O7E5S90o5J,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228960077,10.192.24.178,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61598,udp
1.58302E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,ChgVUmekBntFasZnd,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228960533,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,41,0.240055,CKwcYR3YAA1m6zwr6h,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228961000,10.192.25.97,210,69,0,53,238,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,1274,udp
1.58302E+12,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,31,0.905007,CYP0qeoCfAgO4cFzg,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228961466,10.192.25.59,93,59,0,53,121,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,55128,udp
1.58302E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.34E-04,CrGM4y7D1jxYYuLA7,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228961918,10.192.24.174,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,50100,udp
1.58302E+12,0,129.103.84.57,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CfyP8D4tvBHh3nbQ17,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_53,228962312,10.192.24.93,NaN,69,0,53,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,7687,udp
1.58303E+12,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756,5.83E-04,CxYK5M3tiThKsAU9r2,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228962764,10.192.24.167,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49164,udp
1.58301E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,CyTa031bPkG15HwKIl,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228963221,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58299E+12,0,216.117.164.1,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CrNGSZ3cV3JZ9QuSI1,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,228963618,10.192.25.192,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,49000,udp
1.58301E+12,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,41,0.071596,CZvb5W2LLx47zGPPF9,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228964084,10.192.25.59,73,69,0,53,101,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,24126,udp
1.58302E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.20E-05,CcOnDi1v6BT9g14d14,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228964540,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58299E+12,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756,6.92E-04,CRZpIt41W93j1X9G2f,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228964992,10.192.24.167,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49164,udp
1.58302E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,9.95E-04,CaF6X63S7b9EMCptVl,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228965445,10.192.24.162,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64345,udp
1.58302E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.10E-05,Cvabfi3WV2qSnj0zYi,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228965901,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,34.223.228.170,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CPfoM51To9xIfdcGb6,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,228966299,10.192.25.102,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,43853,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.30E-05,CqSy2m3LKm98FO0dpe,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228966755,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,29,0.071597,Cmfid91Y5CuOgBxk3i,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228967224,10.192.25.183,118,57,0,53,146,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,34483,udp
1.58301E+12,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100,1.20E-05,C48Qk83NpMXljAxuQc,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228967681,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.21E-04,CbMJdt1EODaOFbXVug,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228968134,10.192.24.170,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,63137,udp
1.583E+12,0,255.255.255.255,ff,2c,/opt/bro/spool/bro/conn.log,756,8.95E-04,CwFjVX2CwDRRIy01m2,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228968587,10.192.24.164,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61232,udp
1.58301E+12,0,ff02,33,78,/opt/bro/spool/bro/conn.log,436,2.00E-05,CM9C0I3MaZcFAdpgTi,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_5246,228969044,fe80,0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.58302E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.96E-04,CSDyXEAvqCCHTbvr5,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228969495,10.192.24.170,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,63137,udp
1.58303E+12,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756,5.56E-04,CQdVhU2XYUdtVTHTI6,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228969948,10.192.24.142,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,65272,udp
1.58303E+12,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100,1.10E-05,Cja6Bg4TlIWwjhdKX1,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228970404,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,37,8.03E-04,CpxPvk4MNGJWl4lQXi,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228970870,10.192.24.93,53,65,0,53,81,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,16466,udp
1.58301E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.32E-04,CJ86Eu4Z05qaCqyJBi,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228971323,10.192.24.178,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61598,udp
1.58301E+12,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756,5.15E-04,CcLpz73tXr6Bcpjlqi,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228971776,10.192.24.167,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49164,udp
1.58302E+12,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,40,0.001765,CbG9RO2P0ypMwyol3j,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228972244,10.192.25.59,104,68,0,53,132,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,36955,udp
1.58301E+12,0,95.216.144.226,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,Cdjw6C3DAuw7REsQp8,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,228972642,10.192.25.198,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,43385,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,Cs5zga4NFHPhyWSUNi,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228973099,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,29,0.071371,CpngUj1m8q8HNNm47j,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228973568,10.192.25.176,118,57,0,53,146,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,48553,udp
1.583E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,8.64E-04,CtDBxp1XpHKrEe6BN2,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228974021,10.192.24.162,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64345,udp
1.583E+12,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436,1.00E-05,CG79m71MoHiJUCxU73,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228974472,10.192.24.140,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.58301E+12,2,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,70,4.87199,CFyAyo4MTD1gQPAJF6,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228974940,10.192.25.92,170,126,0,53,226,2,Dd,sie866f9,2020-03-01T01,2020-03-01T01,34217,udp
1.58302E+12,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436,8.00E-06,CXA0eL2UL9XWxHioW5,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228975392,10.192.24.140,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.583E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.10E-05,CQR3HD4KihbEVO7zK4,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228975848,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,62.201.225.9,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CJtPLh3dDHIT3ofgd1,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,228976244,10.192.25.186,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,55914,udp
1.58302E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,38,0.296219,CHursu13D5VZjprWEi,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228976713,10.192.25.183,258,66,0,53,286,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,29066,udp
1.58302E+12,0,10.192.24.127,ff,8,/opt/bro/spool/bro/conn.log,1600,21.820904,C6YNbd3kP8IALStPm1,1001,TRUE,conn,S0,wxs22cae,TRUE,dns,228977177,10.192.24.4,0,2496,0,137,0,32,D,sie866f9,2020-03-01T01,2020-03-01T01,137,udp
1.58302E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.10E-05,CppD971xIXvFIraqkf,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228977633,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,41,8.11E-04,Cyg8C6S00HizQXUZ1,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228978101,10.192.25.102,210,69,0,53,238,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,54739,udp
